grammar_name_en,grammar_name_jp,meaning,how_to_use_html,example_1,example_2,source
yasui,やすい,Learn Japanese grammar: (yasui). Meaning: easy to; likely to; prone to; have a tendency to ~. Meaning 1) easy to do 見 (mi yasui). Easy...,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb <s>ます</s> (stem form)</td><td>やすい</td></tr></tbody></table>",Example #1日本語は分かりやすいです。hintromajiEnglishにほんごはわかりやすいです。nihongo wa wakari yasui desu.Japanese is easy to understand.,Example #2先生の声が聞きやすいです。hintromajiEnglishせんせいのこえがききやすいです。sensei no koe ga kiki yasui desu.The teacher's voice is easy to hear / easy to listen to.,https://jlptsensei.com/learn-japanese-grammar/%e3%82%84%e3%81%99%e3%81%84-yasui-meaning/
yatto,やっと,Learn Japanese grammar: (yatto). Meaning: at last; finally; barely; narrowly ~. This can be used to express two different meanings: at last; finally (this meaning...,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>やっと</td><td>phrase</td></tr></tbody></table>",Example #1やっとレポートを書き上げた。hintromajiEnglishやっとレポートをかきあげた。yatto repooto o kaki ageta.I finally finished writing my report.,Example #2私はやっと家に帰ることが出来る。hintromajiEnglishわたしはやっといえにかえることができる。watashi wa yatto ie ni kaeru koto ga dekiru.I can finally return home!,https://jlptsensei.com/learn-japanese-grammar/%e3%82%84%e3%81%a3%e3%81%a8-yatto-meaning/
yori,より,"Learn Japanese grammar: (yori). Meaning: than; rather than; more than ~. (yori) is used to say rather, rather than, or more than: [A]、[B]。 Rather than...","<table class=""table table-bordered table-sm usage""><tbody><tr><td>[A]より[B]</td></tr><tr><td>OR より + adjective</td></tr></tbody></table>",Example #1今日は昨日より暑いです。hintromajiEnglishきょうはきのうよりあついです。kyou wa kinou yori atsui desu.Today is more hot than yesterday.,"Example #2最近、円はドルより安い。hintromajiEnglishさいきん、えんはドルよりやすい。saikin, en wa doru yoru yasui.Lately the Yen is cheaper than the dollar.",https://jlptsensei.com/learn-japanese-grammar/%e3%82%88%e3%82%8a-yori-meaning/
yotei da,予定だ（よていだ）,"plan to, intend to",<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/%e4%ba%88%e5%ae%9a%e3%81%a0-yotei-da-meaning/
you da,ようだ,Meaning: appears / seems / looks as if.. Learn Japanese N4 Grammar ようだ (you da). Study how to use with examples & vocabulary list at jlptsensei.com. 日本語能力試験のための文法レッスン,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (casual)</td><td rowspan=""4"">ようだ</td></tr><tr><td>Noun + の</td></tr><tr><td>な-adjective + な</td></tr><tr><td>い-adjective</td></tr></tbody></table>",Example #1雨のようだ。hintromajiEnglishあめのようだ。ame no you da.It looks like rain..,Example #2そのようだ。hintromajiEnglishそのようだ。sono you da.It seems to be that way.,https://jlptsensei.com/learn-japanese-grammar/%e3%82%88%e3%81%86%e3%81%a0-you-da-meaning/
you ni / you na,ように / ような,Meaning: just like; just as; similar to.. Learn Japanese N4 Grammar ように・ような (you ni/you na). Study how to use with examples & vocabulary list at jlptsensei.com. 日本語能力試験のための文法レッスン,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (casual)</td><td rowspan=""2"">ように<br/>ような</td></tr><tr><td>Noun + の</td></tr></tbody></table>",Example #1犬のように働いている。hintromajiEnglishいぬのようにはたらいている。inu no you ni hataraiteiru.I'm working like a dog,Example #2その二人は燃えるような愛がありますね。hintromajiEnglishそのふたりはもえるようなあいがありますね。sono futari wa moeru you na ai ga arimasune.Those two seem to have a smoldering-like love for each other.,https://jlptsensei.com/learn-japanese-grammar/%e3%82%88%e3%81%86%e3%81%ab-%e3%82%88%e3%81%86%e3%81%aa-you-ni-na-meaning/
you ni naru,ようになる,Learn Japanese grammar: (you ni naru). Meaning: to reach the point that; to come to be that; to turn into ~. can be conjugated freely...,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (dictionary form)</td><td rowspan=""2"">ようになる</td></tr><tr><td>Verb (ない form)</td></tr></tbody></table>","Example #1大きくなったら分かるようになるよ。hintromajiEnglishおおきくなったらわかるようになるよ。ookiku nattara wakaru you ni naru yo.When you get older, you'll understand.","Example #2毎日練習すれば、泳げるようになります。hintromajiEnglishまいにちれんしゅうすれば、およげるようになります。mainichi renshuu sureba, oyogeru youni narimasu.If you practice everyday, you'll eventually be able to swim.",https://jlptsensei.com/learn-japanese-grammar/%e3%82%88%e3%81%86%e3%81%ab%e3%81%aa%e3%82%8b-you-ni-naru-meaning/
you ni suru,ようにする,Learn Japanese grammar: (you ni suru) / (you ni shiteiru). Meaning: to try to; to make sure that ~. Different ways to use:,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (dictionary form)</td><td rowspan=""2"">ようにする<br/>ようにします<br/>ようにしている<br/>ようにしています</td></tr><tr><td>Verb (ない form)</td></tr></tbody></table>",Example #1明日早く起きるようにする。hintromajiEnglishあしたはやくおきるようにする。ashita hayaku okiru you ni suru.I'll try to wake up early tomorrow.,Example #2それを忘れないようにする。hintromajiEnglishそれをわすれないようにする。sore o wasurenai you ni suru.I'll be sure to remember that.,https://jlptsensei.com/learn-japanese-grammar/%e3%82%88%e3%81%86%e3%81%ab%e3%81%99%e3%82%8b-you-ni-suru-%e3%82%88%e3%81%86%e3%81%ab%e3%81%97%e3%81%a6%e3%81%84%e3%82%8b-meaning/
you to omou,ようと思う（ようとおもう）,Learn Japanese grammar: 【ようとおもう】(you to omou). Meaning: thinking of doing; planning to ~. This can be used to describe your own thoughts or someone else’s...,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (volitional form)<br/>(よう form)</td><td>と思う<br/>とは思わない<br/>と思います<br/>と思っている</td></tr></tbody></table>",Example #1日本に留学しようと思っています。hintromajiEnglishにほんにりゅうがくしようとおもっています。nihon ni ryuugaku shiyou to omotte imasu.I'm thinking to go study abroad in Japan.,Example #2大学で働こうと思っています。hintromajiEnglishだいがくではたらこうとおもっています。daigaku de hatarakou to omotte imasu.I'm thinking to work at the University.,https://jlptsensei.com/learn-japanese-grammar/%e3%82%88%e3%81%86%e3%81%a8%e6%80%9d%e3%81%86-you-to-omou-meaning/
zehi,ぜひ,"Learn Japanese grammar: (zehi). Meaning: by all means; certainly; definitely ~. In higher JLPT levels, the kanji form will be used 是非.","<table class=""table table-bordered table-sm usage""><tbody><tr><td>ぜひ<br/>是非</td><td>Phrase</td></tr></tbody></table>",Example #1私はぜひそこで働きたい。hintromajiEnglishわたしはぜひそこではたらきたい。watashi wa zehi soko de hatarakitai.I would really like to work there.,"Example #2ぜひ、今度うちへ遊びに来てください。hintromajiEnglishぜひ、こんどうちへあそびにきてください。zehi, kondo uchi e asobi ni kite kudasai.Definitely please come over to hang out sometime.",https://jlptsensei.com/learn-japanese-grammar/%e3%81%9c%e3%81%b2-zehi-meaning/
zenzen~nai,全然～ない（ぜんぜん～ない）,(not) at all,<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/%e5%85%a8%e7%84%b6%ef%bd%9e%e3%81%aa%e3%81%84-zenzen-nai-meaning/
zurai,づらい,"Learn Japanese grammar: (zurai). Meaning: difficult to do ~. This is very similar in meaning to . To say the opposite, that something is “easy...","<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (ます stem) <s>ます</s></td><td>づらい</td></tr></tbody></table>",Example #1この質問には答えづらいです。hintromajiEnglishこのしつもんにはこたえづらいです。kono shitsumon niwa kotae zurai desu.This question is difficult to answer.,"Example #2この本は字が小さくて読みづらいです。hintromajiEnglishこのほんはじがちいさくてよづらいです。kono hon wa ji ga chiisakute yomi zurai desu.This books print is too small, it's difficult to read.",https://jlptsensei.com/learn-japanese-grammar/%e3%81%a5%e3%82%89%e3%81%84-zurai-meaning/
