name,meaning,info_html,ex1,ex2,source
真っ白,Learn Japanese vocabulary: 【まっしろ】(masshiro) Meaning: pure white; blank.,<em>(No detailed table found)</em>,Example #1緊張で頭の中が真っ白になった。ふりがなromajiEnglishきんちょうであたまのなかがまっしろになった。kinchou de atama no naka ga masshiro ni natta.My mind went blank from nervousness.,Example #2外は一面真っ白だ。ふりがなromajiEnglishそとはいちめんまっしろだ。soto wa ichimen masshiro da.It's white all over outside.,https://jlptsensei.com/learn-japanese-vocabulary/%e7%9c%9f%e3%81%a3%e7%99%bd-masshiro-meaning-pure-white/
名刺,business card,<em>(No detailed table found)</em>,,,https://jlptsensei.com/learn-japanese-vocabulary/%e5%90%8d%e5%88%ba-meishi-business-card/
店屋,store; shop,<em>(No detailed table found)</em>,,,https://jlptsensei.com/learn-japanese-vocabulary/%e5%ba%97%e5%b1%8b-miseya-store/
木材,lumber; timber; wood,<em>(No detailed table found)</em>,,,https://jlptsensei.com/learn-japanese-vocabulary/%e6%9c%a8%e6%9d%90-mokuzai-meaning-lumber-wood/
元々,Learn Japanese vocabulary: (もともと) (motomoto) – Meaning: originally; by nature; from the start​.,<em>(No detailed table found)</em>,Example #1人間は元々動物だ。ふりがなromajiEnglishにんげんはもともとどうぶつだ。ningen wa motomoto doubutus da.Man is originally an animal.,"Example #2この小説は、元々は作者が娘のために書きました。ふりがなromajiEnglishこのしょうせつは、もともとはさくしゃがむすめのためにかきました。kono shousetsu wa, motomoto sakusha ga musume no tame ni kakimashita.The author of this novel originally wrote it for his daughter.",https://jlptsensei.com/learn-japanese-vocabulary/%e5%85%83%e3%80%85-motomoto-originally/
内科,internal medicine,<em>(No detailed table found)</em>,,,https://jlptsensei.com/learn-japanese-vocabulary/%e5%86%85%e7%a7%91-naika-meaning-internal-medicine/
並木,roadside tree; row of trees,<em>(No detailed table found)</em>,,,https://jlptsensei.com/learn-japanese-vocabulary/%e4%b8%a6%e6%9c%a8-namiki-meaning-row-of-trees/
入社,Learn Japanese vocabulary: 【きにゅう】(nyuusha) Meaning: joining a company getting a job with a company entering a company.,<em>(No detailed table found)</em>,Example #1私は4月に入社しました。ふりがなromajiEnglishわたしはしがつににゅうしゃしました。watashi wa shi gatsu ni nyuusha shimashita.I joined the company in April.,Example #2彼らは入社したばかりである。ふりがなromajiEnglishかれらはにゅうしゃしたばかりである。karera wa nyuusha shita bakari de aru.They only just joined the company.,https://jlptsensei.com/learn-japanese-vocabulary/%e5%85%a5%e7%a4%be-nyuusha-joining-a-company/
押さえる,to pin down; to hold down; to press down,<em>(No detailed table found)</em>,,,https://jlptsensei.com/learn-japanese-vocabulary/%e6%8a%bc%e3%81%95%e3%81%88%e3%82%8b-osaeru-to-hold-down/
理科,science (department; course),<em>(No detailed table found)</em>,,,https://jlptsensei.com/learn-japanese-vocabulary/%e7%90%86%e7%a7%91-rika-meaning-science/
領収,receipt (of money); receiving,<em>(No detailed table found)</em>,,,https://jlptsensei.com/learn-japanese-vocabulary/%e9%a0%98%e5%8f%8e-ryoushuu-receipt/
再三,again and again; repeatedly,<em>(No detailed table found)</em>,,,https://jlptsensei.com/learn-japanese-vocabulary/%e5%86%8d%e4%b8%89-saisan-again-and-again/
刺さる,to stick into (with a sharp point); to prick; to get stuck (in);,<em>(No detailed table found)</em>,,,https://jlptsensei.com/learn-japanese-vocabulary/%e5%88%ba%e3%81%95%e3%82%8b-sasaru-to-stick-into/
刺身,"sashimi (raw sliced fish, shellfish or crustaceans)",<em>(No detailed table found)</em>,,,https://jlptsensei.com/learn-japanese-vocabulary/%e5%88%ba%e8%ba%ab-sashimi-raw-sliced-fish/
